cluster_id,protein_id,membership_score
1,4932.YHR001W-A,1.0
1,4932.YIL065C,0.12301587301587302
1,4932.YMR140W,0.0
1,4932.YOR343C,1.0
1,4932.YNL259C,2.685714285714286
1,4932.YGR102C,0.8
1,4932.YNL100W,15.675
1,4932.YJL119C,1.0
1,4932.YDR375C,8.438095238095238
1,4932.YBL059C-A,1.0
1,4932.YLL018C-A,6.92020202020202
1,4932.YLR253W,9.222222222222221
1,4932.YJR135W-A,5.020084566596195
1,4932.YLR139C,1.0
1,4932.YPL052W,0.0
1,4932.YOR228C,0.6666666666666666
1,4932.YKL064W,1.0
1,4932.YER115C,0.0
1,4932.YLR447C,2.1729925775978405
1,4932.YGR286C,1.341880341880342
1,4932.YKL098W,1.0
1,4932.YDR493W,11.287878787878787
1,4932.YKR052C,19.46315789473684
1,4932.YBR197C,0.9571428571428573
1,4932.YBL066C,1.1666666666666665
1,4932.YLL006W,2.9655561829474872
1,4932.YGR020C,1.0
1,4932.YBR011C,0.9915966386554623
1,4932.YKL195W,4.174531155474893
1,4932.YPR048W,5.433794466403162
1,4932.YMR054W,17.83015873015873
1,4932.YMR203W,1.6253523008081214
1,4932.YIL154C,-0.25
1,4932.YDL057W,1.3666666666666667
1,4932.YJR122W,9.309523809523808
1,4932.YPR116W,2.5833333333333335
1,4932.YML129C,4.6
1,4932.YAL044W-A,21.61904761904762
1,4932.YDL085W,1.7206477732793524
1,4932.YLR380W,0.6666666666666666
1,4932.YDR298C,2.2221879815100154
1,4932.YGL119W,16.529411764705884
1,4932.YLR411W,1.6552287581699345
1,4932.YKR070W,0.30000000000000004
1,4932.Q0080,41.58652729384437
1,4932.YPR024W,5.488372093023257
1,4932.YIR018W,0.2554112554112554
1,4932.YEL020W-A,4.329076932850517
1,4932.YGL083W,2.0
1,4932.YJL133W,21.406926406926406
1,4932.YMR130W,-0.5
1,4932.YJL205C,1.0
1,4932.YFL010C,-0.6666666666666667
1,4932.Q0120,8.200603318250376
1,4932.YDR511W,13.43956043956044
1,4932.YLR064W,0.0
1,4932.YOR017W,0.9666666666666668
1,4932.YER058W,1.5
1,4932.YPR170W-B,5.705882352941177
1,4932.YML110C,5.16106719367589
1,4932.YDR133C,-0.6666666666666667
1,4932.YLR034C,18.54385964912281
1,4932.YGL024W,0.6666666666666666
1,4932.YOR137C,1.0
1,4932.YDR197W,7.830882352941177
1,4932.YLR008C,1.0409356725146197
1,4932.YJL066C,1.2
1,4932.YMR241W,3.1666666666666665
1,4932.YGR237C,1.0
1,4932.YMR003W,0.49523809523809514
1,4932.YHR162W,1.8
1,4932.Q0070,25.636923076923075
1,4932.YLR023C,2.333333333333333
1,4932.YOR226C,11.183794466403162
1,4932.YFL041W,1.0
1,4932.YDL010W,1.7
1,4932.YAR023C,0.0
1,4932.YGR243W,1.3
1,4932.YLR168C,0.5317460317460317
1,4932.YDR492W,0.0
1,4932.YDR044W,0.6
1,4932.YLR220W,6.395238095238096
1,4932.YOR065W,3.2208626130864717
1,4932.YLR375W,1.0
1,4932.YNL083W,0.0
1,4932.YGL188C,1.0
1,4932.YJR142W,0.0
1,4932.YDL004W,2.3460521555203027
1,4932.YBR276C,0.0
1,4932.YOL130W,1.0
1,4932.YGL219C,2.3565811965811965
1,4932.YPL060W,1.0
1,4932.YPR036W,11.83015873015873
1,4932.YDL181W,3.571929824561403
1,4932.YOR223W,0.8333333333333334
1,4932.Q0075,5.5
1,4932.YOR197W,0.33333333333333326
1,4932.YEL059C-A,1.0
1,4932.YML120C,4.31266149870801
1,4932.YHR005C-A,2.4441930618401204
1,4932.YNL045W,0.0
1,4932.Q0115,13.497354497354497
1,4932.YLL013C,-0.3333095112603961
1,4932.YNL328C,0.0
1,4932.YOL009C,3.240439560439561
1,4932.YNL080C,0.0
1,4932.YKL084W,1.0
1,4932.YGL230C,0.0
1,4932.YAL048C,0.9057894736842106
1,4932.YDL217C,5.25018315018315
1,4932.YBL107C,1.4166666666666665
1,4932.YKL175W,1.0
1,4932.YJR034W,4.223684210526316
1,4932.YMR056C,4.6466666666666665
1,4932.YFR045W,0.5
1,4932.YJR048W,1.3758741258741258
1,4932.YPL215W,6.183048433048433
1,4932.YOR305W,3.261904761904762
1,4932.YBL029W,1.5714285714285714
1,4932.YML119W,0.0
1,4932.YDL205C,2.188888888888889
1,4932.YBR233W,0.0
1,4932.YHR026W,1.0
1,4932.YPR117W,1.0
1,4932.YAL004W,1.0
1,4932.YCL044C,1.0
1,4932.YGR295C,1.0
1,4932.YLR201C,3.447368421052632
1,4932.YBR209W,-0.6666666666666667
1,4932.YNL052W,57.518451300665454
1,4932.YER174C,2.2818627450980395
1,4932.YGR035C,0.0
1,4932.Q0050,30.763440860215052
1,4932.YOL154W,4.111111111111111
1,4932.YPR133W-A,5.104166666666667
1,4932.YDR220C,3.1666666666666665
1,4932.YNL305C,0.5904761904761904
1,4932.Q0255,2.880952380952381
1,4932.YGR101W,1.0298245614035089
1,4932.YDL107W,1.0
1,4932.YPL135W,5.2938375350140054
1,4932.YJL166W,15.741346153846154
1,4932.YJL209W,4.954545454545455
1,4932.YJR040W,3.5
1,4932.YBL030C,4.713846153846154
1,4932.YBL048W,0.0
1,4932.YER077C,1.0
1,4932.YGL255W,4.211988304093567
1,4932.YLR348C,6.428571428571429
1,4932.YOL122C,0.9829059829059829
1,4932.YJR012C,7.75
1,4932.YOR227W,0.0
1,4932.YMR319C,7.720000000000001
1,4932.YIR021W,1.952380952380952
1,4932.YJR077C,4.659139784946237
1,4932.YMR035W,3.333333333333333
1,4932.YBR037C,9.971428571428572
1,4932.YOR266W,1.0
1,4932.YJL003W,1.0
1,4932.YDR098C,2.3476190476190473
1,4932.YJR033C,2.975
1,4932.YAL046C,21.67965367965368
1,4932.YPR037C,2.3666666666666667
1,4932.YOR037W,4.0
1,4932.YJL143W,8.908788159111934
1,4932.YER017C,6.9393939393939394
1,4932.YDL189W,2.0
1,4932.YBR185C,3.1023809523809525
1,4932.YDR232W,0.7826839826839826
1,4932.YDR033W,0.0
1,4932.YDR246W-A,0.0
1,4932.YGL236C,0.45238095238095244
1,4932.YDL159W-A,3.8333333333333335
1,4932.YML081W,0.0
1,4932.YOR350C,1.5
1,4932.YBR262C,8.647058823529411
1,4932.YKL075C,3.0
1,4932.YDR376W,2.6750000000000003
1,4932.YJL112W,0.5
1,4932.Q0110,26.527065527065528
1,4932.YOR356W,0.7424242424242424
1,4932.YDR379C-A,9.577777777777778
1,4932.YMR060C,8.612698412698412
1,4932.YDL027C,0.8333333333333333
1,4932.YMR267W,16.772058823529413
1,4932.YIL087C,0.5
1,4932.YIL003W,3.763157894736842
1,4932.YFL052W,2.0
1,4932.YLR393W,3.8205128205128203
1,4932.YBL069W,0.0
1,4932.YDR185C,0.8333333333333333
1,4932.YLR295C,1.0
1,4932.YPL159C,0.33333333333333326
1,4932.YDR114C,1.0
1,4932.YGR207C,-0.08571428571428574
1,4932.YPL224C,1.0
1,4932.YNL249C,0.0
1,4932.YMR064W,2.333333333333333
1,4932.YBR227C,0.5231092436974789
1,4932.YIL157C,2.4444444444444446
1,4932.YMR134W,0.8333333333333333
1,4932.YJL131C,5.4
1,4932.YKL087C,1.0
1,4932.YNL070W,6.080607315389924
1,4932.YLL029W,0.8333333333333334
1,4932.YGR269W,0.0
1,4932.YLR038C,1.0
1,4932.YGL260W,0.7
1,4932.YHR044C,1.0
1,4932.YHL005C,1.3666666666666667
1,4932.YNL315C,16.441176470588236
1,4932.YHR024C,2.3467023172905526
1,4932.YPR153W,1.0
1,4932.YCL007C,-0.6666666666666667
1,4932.YNL003C,1.0
1,4932.YNR020C,4.684900284900285
1,4932.YGR112W,32.39393939393939
1,4932.YGR150C,14.257142857142856
1,4932.YDL046W,0.0
1,4932.YNL011C,1.0
1,4932.YNL240C,2.9576510446075663
1,4932.YOR383C,4.688888888888889
1,4932.YPL182C,8.833333333333334
1,4932.Q0065,24.633333333333333
1,4932.YBL055C,0.6666666666666666
1,4932.Q0130,5.9229085551930964
1,4932.YBR003W,0.6916666666666667
1,4932.YPL189C-A,1.0
1,4932.YEL039C,2.1126984126984127
1,4932.YOR270C,2.1797402159244266
1,4932.YNR018W,24.816666666666666
1,4932.YPR011C,-0.25
1,4932.YER153C,2.3
1,4932.YBL070C,1.0
1,4932.YMR245W,8.833333333333334
1,4932.YDR222W,2.0
1,4932.YFR007W,0.0
1,4932.YGR222W,3.0547619047619046
1,4932.YPR067W,5.97
1,4932.YGL084C,0.0
1,4932.YAL010C,2.935294117647059
1,4932.YJR067C,9.955555555555556
1,4932.YER053C-A,2.6666666666666665
1,4932.YLR214W,5.760233918128654
1,4932.YJL045W,0.8741258741258742
1,4932.YOR381W,1.0
1,4932.YDL033C,0.25
1,4932.YDR270W,4.303333333333334
1,4932.YIL022W,3.078397212543554
1,4932.YKL183C-A,3.8333333333333335
1,4932.YLR283W,-0.5
1,4932.YHR051W,7.932178932178932
1,4932.YHR176W,4.5
1,4932.YPR058W,0.0
1,4932.YDR350C,6.776190476190476
1,4932.YNL310C,3.164705882352941
1,4932.YLR130C,8.014705882352942
1,4932.YOR384W,0.9999999999999999
1,4932.YPR134W,3.5
1,4932.YLR395C,53.538085255066385
1,4932.YOL071W,1.75
1,4932.YDL085C-A,3.0
1,4932.YML068W,0.0
1,4932.YDL119C,1.0
1,4932.YOR045W,5.457635467980295
1,4932.YLR091W,1.6071428571428572
1,4932.YLR294C,1.0
1,4932.YMR244C-A,18.690058479532162
1,4932.YJR120W,0.5
1,4932.YAL039C,4.0
1,4932.YDR525W,3.75
1,4932.YOL092W,0.0
1,4932.YPR020W,28.99444769140853
1,4932.YHL040C,16.522058823529413
1,4932.YOR354C,1.0
1,4932.YNL055C,1.733710407239819
1,4932.YIL111W,12.392128971076339
1,4932.YMR221C,0.0
1,4932.YER004W,1.6666666666666667
1,4932.YDR202C,2.0
1,4932.YOL158C,8.722222222222221
1,4932.YGL191W,3.456766091051805
1,4932.YOR147W,6.857142857142857
1,4932.YNL168C,2.3333333333333335
1,4932.YBR127C,3.5411095305832148
1,4932.YML030W,3.8014705882352944
1,4932.YOL008W,1.0
1,4932.YLR047C,1.0
1,4932.YKR087C,2.6474358974358974
1,4932.YIL077C,1.0
1,4932.YKL141W,1.8852478271082924
1,4932.YMR180C,0.0
1,4932.YDR119W-A,1.0
1,4932.YOL002C,0.0
1,4932.YPL132W,8.834782608695653
1,4932.Q0085,5.7611852935796595
1,4932.Q0045,29.86830601092896
1,4932.YMR157C,1.8
1,4932.YCL057C-A,9.026315789473685
1,4932.YGL107C,1.1714285714285715
1,4932.YKL053C-A,2.1915343915343914
1,4932.YPL098C,4.58421052631579
1,4932.YOR286W,0.0
1,4932.YHR198C,4.055555555555555
1,4932.YOR232W,0.6189795918367347
1,4932.YBR179C,0.7826086956521738
1,4932.YKL137W,1.0
1,4932.YMR256C,1.0
1,4932.YOL027C,1.3571428571428572
1,4932.YDR415C,1.8
1,4932.Q0105,23.0336686787391
1,4932.YIL014C-A,1.8666666666666667
1,4932.YBL099W,0.529951600893522
1,4932.YNL213C,2.8000000000000003
1,4932.YJL056C,1.7815126050420167
1,4932.YKL133C,5.933333333333334
1,4932.YMR058W,7.418292682926829
1,4932.YGL226W,1.0
1,4932.YPL202C,5.490196078431373
1,4932.YGL085W,1.0
1,4932.YER014W,11.56060606060606
1,4932.YNL131W,5.103793691389599
1,4932.YHL047C,1.0
1,4932.YIR024C,13.208791208791208
1,4932.YMR145C,7.8426829268292675
1,4932.YBR044C,0.0
1,4932.YLL041C,1.4270687645687645
1,4932.YJL054W,4.344326241134752
1,4932.YFR011C,1.2523809523809524
1,4932.YKL119C,2.9444444444444446
1,4932.YHL038C,3.571428571428571
1,4932.YGR235C,1.0
1,4932.YOL077W-A,1.0
1,4932.YPL063W,7.656462585034013
1,4932.YOR297C,29.54712643678161
1,4932.YNR045W,1.0
1,4932.YMR002W,1.0
1,4932.YMR118C,0.8724358974358976
1,4932.YJL062W-A,12.41025641025641
1,4932.YKR065C,5.57843137254902
1,4932.YBR085W,1.988095238095238
1,4932.YGR174C,9.008771929824562
1,4932.YDR178W,1.7269957983193276
1,4932.YGR183C,14.544210526315789
1,4932.YPR010C-A,3.4783625730994148
1,4932.YDR047W,0.4871794871794872
1,4932.YDR393W,2.333333333333333
1,4932.YDR538W,1.0
1,4932.YMR021C,3.642857142857143
1,4932.YOL101C,2.0
1,4932.YOR020W-A,0.8333333333333333
1,4932.Q0060,18.853801169590643
1,4932.YKL192C,0.5664386684906522
1,4932.Q0250,11.856036036036036
1,4932.YPL109C,3.8055555555555554
1,4932.YPL078C,5.313447350771295
1,4932.YJR112W-A,-0.6666666666666667
1,4932.YNL311C,0.0
1,4932.YJL208C,0.5714285714285714
1,4932.YNR039C,1.0
1,4932.YHR060W,13.901098901098901
1,4932.YDR529C,34.445134575569355
1,4932.YGL220W,9.457894736842105
1,4932.YOR334W,7.142857142857142
1,4932.YDR509W,-0.6666666666666667
1,4932.YCL057W,0.0
1,4932.YOR331C,2.0
1,4932.YNR017W,1.6767441860465118
1,4932.YHR194W,4.954545454545455
1,4932.YOR176W,9.857142857142858
1,4932.YHR116W,1.0
1,4932.YDR031W,17.758169934640524
1,4932.YLR204W,4.5
1,4932.YFR009W,0.0
1,4932.YGL080W,2.345238095238095
1,4932.YKL080W,38.75843454790823
1,4932.YPR004C,0.606060606060606
1,4932.YLR154W-C,1.0
1,4932.YLR290C,7.992647058823529
1,4932.YDL044C,1.0
1,4932.YLR163C,2.2476609412093285
1,4932.YER141W,18.31578947368421
1,4932.YGR105W,12.85897435897436
1,4932.YGR029W,3.2091787439613526
1,4932.YBR259W,0.6666666666666666
1,4932.YLR361C,0.0
1,4932.YGL071W,3.041178333861261
1,4932.YPL056C,-0.33333333333333337
1,4932.YGR106C,16.919117647058822
1,4932.YBL059W,1.0
1,4932.YLR132C,2.0
1,4932.YER121W,8.833333333333334
1,4932.YOR332W,36.81531531531532
1,4932.YDR219C,0.6666666666666665
1,4932.YDR065W,0.4254079254079255
1,4932.YBR207W,1.0
1,4932.YER011W,0.0
1,4932.YJL199C,8.833333333333334
1,4932.YKL148C,0.9142857142857141
1,4932.YFL054C,1.0
1,4932.YNL254C,0.8333333333333334
1,4932.YNL026W,7.9435540069686414
1,4932.YDL120W,4.808372282056493
1,4932.YLL015W,0.0
1,4932.YDR505C,0.0
1,4932.YLR067C,1.9065860215053763
1,4932.YLR083C,0.0
1,4932.YDR049W,0.27674023769100164
1,4932.YGR257C,2.738095238095238
1,4932.YDR381C-A,1.0
1,4932.YFL050C,1.1666666666666665
1,4932.YMR126C,1.0
1,4932.YOL045W,0.0
1,4932.YOR044W,0.0
1,4932.YHR117W,4.416666666666667
1,4932.YMR257C,7.801470588235294
1,4932.YJL104W,6.422357723577235
1,4932.YDR322C-A,41.635307781649246
1,4932.YOL026C,7.376190476190477
1,4932.YER048W-A,10.828877005347595
1,4932.YOR034C-A,1.5714285714285714
1,4932.YGL159W,1.0
1,4932.YDR304C,-0.625
1,4932.YDR079W,0.30000000000000004
1,4932.YOR278W,1.5424242424242425
1,4932.YML081C-A,1.0
1,4932.YLR205C,1.35
1,4932.YKL111C,1.0
1,4932.YDR267C,0.9027777777777778
1,4932.YGL187C,12.68776371308017
1,4932.YJR080C,1.0
1,4932.YIR014W,0.0
1,4932.YBR039W,2.023087431693989
1,4932.YCL005W-A,16.87700534759358
1,4932.YKL040C,10.20497311827957
1,4932.YPL234C,1.0
1,4932.YEL024W,2.9124715002279986
1,4932.YOR079C,5.484848484848484
1,4932.YMR038C,7.791666666666667
1,4932.YKL220C,1.0
1,4932.YBR290W,-0.3454545454545455
1,4932.YKL072W,1.1666666666666665
1,4932.Q0275,23.53368794326241
1,4932.YJL023C,0.6666666666666665
1,4932.YDL198C,0.2666666666666666
1,4932.YER145C,5.9125
1,4932.YGR161W-C,4.084249084249085
1,4932.YFR033C,6.269271290605794
1,4932.YBR025C,0.0
1,4932.YLR087C,1.0
1,4932.YJL180C,1.4031620553359683
1,4932.YHR039C-A,4.242226890756303
1,4932.YJR045C,0.0
1,4932.YOR053W,1.0
1,4932.YJL057C,1.0
1,4932.YER182W,1.0
1,4932.YKL208W,1.0
1,4932.YKR011C,2.0
1,4932.YLR203C,4.373684210526315
1,4932.YHR050W,-0.261904761904762
2,4932.YER126C,0.9015353454140639
2,4932.YLR449W,11.237235488254708
2,4932.YGR158C,2.0144278606965176
2,4932.YGL099W,1.8704898980868945
2,4932.YDL112W,12.476923076923077
2,4932.YDR365C,16.023355901957697
2,4932.YNL045W,0.0
2,4932.YGL111W,2.5922930021321817
2,4932.YML043C,0.0
2,4932.YPR144C,3.8760790866054027
2,4932.YKL044W,0.0
2,4932.YLR107W,1.0
2,4932.YLR197W,1.525835244058873
2,4932.YGR200C,4.816907132696606
2,4932.YJL033W,5.409626657958981
2,4932.YLR316C,2.858836815358554
2,4932.YNL175C,123.81720430107526
2,4932.YNL227C,1.3391402504305732
2,4932.YGL029W,1.8997455470737914
2,4932.YDR033W,0.0
2,4932.YBR247C,2.5897015265436316
2,4932.YOR077W,-0.5
2,4932.YDR246W-A,0.0
2,4932.YCR035C,2.2735576923076923
2,4932.YOR116C,0.0
2,4932.YCL037C,0.0
2,4932.YLR334C,1.0
2,4932.YNR053C,2.3587152369761064
2,4932.YDR316W,0.4047619047619049
2,4932.YLR108C,1.0
2,4932.YPL012W,4.815514961369845
2,4932.YHR196W,3.758771929824561
2,4932.YOR021C,8.072820512820511
2,4932.YBR155W,3.845292255301035
2,4932.YDR120C,8.185838779956427
2,4932.YDR161W,15.596902201740912
2,4932.YNL163C,0.9801808497460672
2,4932.YLL035W,2.7272727272727275
2,4932.YMR310C,7.78219696969697
2,4932.YKL099C,4.338026224982747
2,4932.YPR112C,6.6028979001446455
2,4932.YJR129C,8.038974358974357
2,4932.YLR401C,4.2973856209150325
2,4932.YOL125W,6.243589743589744
2,4932.YLR106C,1.1122994652406417
2,4932.YNR003C,0.0
2,4932.YIL008W,0.3114670734808035
2,4932.YMR285C,2.0
2,4932.YIL103W,5.528985507246377
2,4932.YEL052W,1.0
2,4932.YER006W,2.654588589511109
2,4932.YGR273C,0.0
2,4932.YLL034C,4.740204574454378
2,4932.YHR197W,2.857007703743749
2,4932.YNL249C,0.0
2,4932.YDR522C,0.0
2,4932.YER049W,0.0
2,4932.YGL051W,0.0
2,4932.YNR015W,2.459090909090909
2,4932.YDR465C,15.98997124623045
2,4932.YGR169C,1.0
2,4932.YOR091W,0.42460317460317454
2,4932.YCR072C,2.875004135649297
2,4932.YPR137W,3.0088515501796484
2,4932.YGL171W,6.365847683497602
2,4932.YJR070C,3.2652926021347075
2,4932.YLR124W,0.0
2,4932.YGR090W,3.161152093403554
2,4932.YGR187C,15.509185329438495
2,4932.YGR269W,0.0
2,4932.YML093W,5.039759711853634
2,4932.YDR198C,15.75
2,4932.YOR246C,0.0
2,4932.YNR021W,0.0
2,4932.YMR131C,7.82037593942057
2,4932.YNL108C,1.3333333333333333
2,4932.YCL007C,0.0
2,4932.YIL091C,11.524791144527986
2,4932.YGR159C,15.666151106111736
2,4932.YPL204W,-0.15818759936406995
2,4932.YDL046W,0.0
2,4932.YGR251W,3.8042036910457964
2,4932.YKL078W,4.078691062779191
2,4932.YNL112W,5.134308196828032
2,4932.YFL002C,4.1394060645653
2,4932.YEL055C,32.88991960420532
2,4932.YHR052W,3.2489363034565075
2,4932.YDR280W,2.1603831491891192
2,4932.YIR016W,0.0
2,4932.YKL143W,2.5150132194427495
2,4932.YOR227W,0.0
2,4932.YIL110W,25.41846153846154
2,4932.YOR145C,3.0408678873616926
2,4932.YPL211W,2.0590809740702514
2,4932.YDR396W,1.0
2,4932.YLR409C,3.488419441255262
2,4932.YOL093W,24.40734693877551
2,4932.YOR004W,13.042554851852765
2,4932.YLR068W,7.309523809523809
2,4932.YGR283C,10.002903600464576
2,4932.YOL022C,33.65953654188948
2,4932.YHR170W,1.6818448883666273
2,4932.YDR060W,3.7211172498465315
2,4932.YFR007W,0.0
2,4932.YDL051W,4.2872089596227525
2,4932.YNL119W,4.063492063492063
2,4932.YPR143W,3.1433924772850945
2,4932.YGL084C,0.0
2,4932.YGR001C,2.033333333333333
2,4932.YNL292W,6.525541189146832
2,4932.YGL243W,1.1944444444444444
2,4932.YNL151C,2.075435203094777
2,4932.YKR079C,8.320392156862745
2,4932.YDR293C,1.4333333333333336
2,4932.YMR014W,6.457548125633232
2,4932.YLR059C,1.3111111111111111
2,4932.YLR172C,5.0064935064935066
2,4932.YLR002C,2.2089798238135834
2,4932.YLR104W,0.0
2,4932.YIR026C,0.824328540230863
2,4932.YGL120C,1.5341128164591704
